File name;Number;Metadata
DKSL99052319AA-TTV.csv;5;Variant: BOK
DKSL99052319AA-TTV.csv;6;DKSL-990523-19AA
DKSL99052319AA-TTV.csv;7;09:40:46– 09:49:33 0.08'47
NNFA56051319AH-TTV.csv;0;{\an7}NNFA-560513-19AH t-tv 487 t
NNFA56051319AH-TTV.csv;1;Dagsnytt 18
NNFA56051319AH-TTV.csv;2;Navn: NNFA56051319AH
NNFA56051319AH-TTV.csv;3;Type: TTV
NNFA56051319AH-TTV.csv;4;Oppsett: 5
NNFA56051319AH-TTV.csv;5;Variant: BOK
NNFA56051319AH-TTV.csv;6;NNFA-560513-19AH
NNFA56051319AH-TTV.csv;7;17:59:58– 18:58:52 0.58'54
MSUB02002412AA-TTV.csv;0;{\an7}MSUB-020024-12A t-tv 89 t
MSUB02002412AA-TTV.csv;1;Direktetekstet
MSUB02002412AA-TTV.csv;2;Navn: MSUB02002412AA
MSUB02002412AA-TTV.csv;3;Type: TTV
MSUB02002412AA-TTV.csv;4;Oppsett: 0
MSUB02002412AA-TTV.csv;5;MSUB-020024-12A
MSUB02002412AA-TTV.csv;6;18:50:53- 18:58:45 0.07'52
DMTL21800319AA-TTV.csv;0;{\an7}DMTL21800319A    t-tv     287 t
DMTL21800319AA-TTV.csv;1;Helt alene 4:4
DMTL21800319AA-TTV.csv;2;Navn: DMTL21800319AA
DMTL21800319AA-TTV.csv;3;Type: TTV
DMTL21800319AA-TTV.csv;4;Oppsett: 0
DMTL21800319AA-TTV.csv;5;Variant: BOK
DMTL21800319AA-TTV.csv;6;DMTL21800319AA
DMTL21800319AA-TTV.csv;7;38'31''
DMTL21800319AA-TTV.csv;8;19.03.19
DMTL21800319AA-TTV.csv;9;akr, korr. iaa
OBUB06000307AA-TTV.csv;0;{\an7}OBUB 060003/07 A t-tv 319 t
OBUB06000307AA-TTV.csv;1;Amigo 3 : 8
OBUB06000307AA-TTV.csv;2;Navn: OBUB06000307AA
OBUB06000307AA-TTV.csv;3;Type: TTV
OBUB06000307AA-TTV.csv;4;Oppsett: 0
OBUB06000307AA-TTV.csv;5;Variant: BOK
OBUB06000307AA-TTV.csv;6;VB.:
OBUB06000307AA-TTV.csv;7;10:00:00 - 10:27:30 27.30
OBUB06000307AA-TTV.csv;8;30.04.07 saa/korr.: nne
OBUB06000307AA-TTV.csv;9;**
DKOS99012819AA-TTV.csv;0;{\an7}DKOS-990128-19AA t-tv 92 t
DKOS99012819AA-TTV.csv;1;Distriktsnyheter Østfold
DKOS99012819AA-TTV.csv;2;Navn: DKOS99012819AA
DKOS99012819AA-TTV.csv;3;Type: TTV
DKOS99012819AA-TTV.csv;4;Oppsett: 5
DKOS99012819AA-TTV.csv;5;Variant: BOK
DKOS99012819AA-TTV.csv;6;DKOS-990128-19AA
DKOS99012819AA-TTV.csv;7;08:09:19– 08:18:12 0.08'53
MSUB02006219AA-TTV.csv;0;{\an7}MSUB02006219A     t-tv    62 t
MSUB02006219AA-TTV.csv;1;Supernytt 62:100
MSUB02006219AA-TTV.csv;2;Navn: MSUB02006219AA
MSUB02006219AA-TTV.csv;3;Type: TTV
MSUB02006219AA-TTV.csv;4;Oppsett: 0
MSUB02006219AA-TTV.csv;5;Variant: BOK
MSUB02006219AA-TTV.csv;6;MSUB02006219AA
MSUB02006219AA-TTV.csv;7;06'29''
MSUB02006219AA-TTV.csv;8;29.03.19
MSUB02006219AA-TTV.csv;9;akr
MDHP13000416AA-TTV.csv;0;{\an7}MDHP13000416A     591t t-tv
MDHP13000416AA-TTV.csv;1;Verdens beste pappa
MDHP13000416AA-TTV.csv;2;Navn: MDHP13000416AA
MDHP13000416AA-TTV.csv;3;Type: TTV
MDHP13000416AA-TTV.csv;4;Oppsett: 0
MDHP13000416AA-TTV.csv;5;Variant: BOK
MDHP13000416AA-TTV.csv;6;MDHP1300416AA
MDHP13000416AA-TTV.csv;7;00:00:00:00 - 00:58:53:04
MDHP13000416AA-TTV.csv;8;28.03.16
MDHP13000416AA-TTV.csv;9;hsæ / korr: wlo
DKOS99010319AA-TTV.csv;0;{\an7}DKOS-990103-19AA t-tv 89 t
DKOS99010319AA-TTV.csv;1;Distriktsnyheter Østfold
DKOS99010319AA-TTV.csv;2;Navn: DKOS99010319AA
DKOS99010319AA-TTV.csv;3;Type: TTV
DKOS99010319AA-TTV.csv;4;Oppsett: 5
DKOS99010319AA-TTV.csv;5;Variant: BOK
DKOS99010319AA-TTV.csv;6;DKOS-990103-19AA
DKOS99010319AA-TTV.csv;7;08:10:08– 08:19:01 0.08'53
DKOS65000217AA-TTV.csv;0;{\an7}DKOS650002/17A  t-tv 329 t
DKOS65000217AA-TTV.csv;1;Hagen min 2
DKOS65000217AA-TTV.csv;2;Navn: DKOS65000217AA
DKOS65000217AA-TTV.csv;3;Type: TTV
DKOS65000217AA-TTV.csv;4;Oppsett: 0
DKOS65000217AA-TTV.csv;5;Variant: BOK
DKOS65000217AA-TTV.csv;6;DKOS65000217AA
DKOS65000217AA-TTV.csv;7;00:00:00 - 00:39:04 39'04''
DKOS65000217AA-TTV.csv;8;12.04.17
DKOS65000217AA-TTV.csv;9;man / korr: wlo
DKOA99101518AA-TTV.csv;0;{\an7}DKOA-991015-18AA t-tv 85 t
DKOA99101518AA-TTV.csv;1;Distriktsnyheter Østlandssendingen
DKOA99101518AA-TTV.csv;2;Navn: DKOA99101518AA
DKOA99101518AA-TTV.csv;3;Type: TTV
DKOA99101518AA-TTV.csv;4;Oppsett: 5
DKOA99101518AA-TTV.csv;5;Variant: BOK
DKOA99101518AA-TTV.csv;6;DKOA-991015-18AA
DKOA99101518AA-TTV.csv;7;08:16:18– 08:25:12 0.08'54
DKNO99010819AA-TTV.csv;0;{\an7}DKNO-990108-19AA t-tv 74 t
DKNO99010819AA-TTV.csv;1;Distriktsnyheter Nordland
DKNO99010819AA-TTV.csv;2;Navn: DKNO99010819AA
DKNO99010819AA-TTV.csv;3;Type: TTV
DKNO99010819AA-TTV.csv;4;Oppsett: 5
DKNO99010819AA-TTV.csv;5;Variant: BOK
DKNO99010819AA-TTV.csv;6;DKNO-990108-19AA
DKNO99010819AA-TTV.csv;7;08:19:18– 08:28:02 0.08'44
NNFA56021519AH-TTV.csv;0;{\an7}NNFA-560215-19AH t-tv 524 t
NNFA56021519AH-TTV.csv;1;Dagsnytt 18
NNFA56021519AH-TTV.csv;2;Navn: NNFA56021519AH
NNFA56021519AH-TTV.csv;3;Type: TTV
NNFA56021519AH-TTV.csv;4;Oppsett: 5
NNFA56021519AH-TTV.csv;5;Variant: BOK
NNFA56021519AH-TTV.csv;6;NNFA-560215-19AH
NNFA56021519AH-TTV.csv;7;17:59:59– 18:58:48 0.58'49
MSUB02006116AA-TTV.csv;0;{\an7}MSUB-020061-16AA t-tv 87 t
MSUB02006116AA-TTV.csv;1;Supernytt
MSUB02006116AA-TTV.csv;2;Navn: MSUB02006116AA
MSUB02006116AA-TTV.csv;3;Type: TTV
MSUB02006116AA-TTV.csv;4;Oppsett: 0
MSUB02006116AA-TTV.csv;5;Variant: BOK
MSUB02006116AA-TTV.csv;6;MSUB-020061-16AA
MSUB02006116AA-TTV.csv;7;13:31:30- 13:39:57 0.08'27
FBUB02002700AA-TTV.csv;0;{\an7}FBUB 020027/00 A   t-tv    t
FBUB02002700AA-TTV.csv;1;Nordiske vitenskapsmenn 3:8
FBUB02002700AA-TTV.csv;2;Navn: FBUB02002700AA
FBUB02002700AA-TTV.csv;3;Type: TTV
FBUB02002700AA-TTV.csv;4;Oppsett: 0
FBUB02002700AA-TTV.csv;5;Variant: BOK
FBUB02002700AA-TTV.csv;6;-- -- --
FBUB02002700AA-TTV.csv;7;-- -- --                       05'44
MSUS15000211AA-TTV.csv;0;{\an7}MSUS 150002/11 A t-tv
MSUS15000211AA-TTV.csv;1;Hos mormor 2:8
MSUS15000211AA-TTV.csv;2;Navn: MSUS15000211AA
MSUS15000211AA-TTV.csv;3;Type: TTV
MSUS15000211AA-TTV.csv;4;Oppsett: 0
MSUS15000211AA-TTV.csv;5;Variant: BOK
MSUS15000211AA-TTV.csv;6;MSUS15000211AA
MSUS15000211AA-TTV.csv;7;00:00:00-00:07:36
MSUS15000211AA-TTV.csv;8;02.01.12
MSUS15000211AA-TTV.csv;9;mol
DVNA21001413AA-TTV.csv;0;{\an7}DVNA 210014/13 A    t-tv   470 t
DVNA21001413AA-TTV.csv;1;Drømmeturen 1:6
DVNA21001413AA-TTV.csv;2;Navn: DVNA21001413AA
DVNA21001413AA-TTV.csv;3;Type: TTV
DVNA21001413AA-TTV.csv;4;Oppsett: 0
DVNA21001413AA-TTV.csv;5;Variant: BOK
DVNA21001413AA-TTV.csv;6;wmv
DVNA21001413AA-TTV.csv;7;59'08''
DVNA21001413AA-TTV.csv;8;17.09.14
DVNA21001413AA-TTV.csv;9;akr / korr: wlo
MSUB02006018AA-TTV.csv;0;{\an7}MSUB02006018A  t-tv 80 t
MSUB02006018AA-TTV.csv;1;Supernytt 60
MSUB02006018AA-TTV.csv;2;Navn: MSUB02006018AA
MSUB02006018AA-TTV.csv;3;Type: TTV
MSUB02006018AA-TTV.csv;4;Oppsett: 0
MSUB02006018AA-TTV.csv;5;Variant: BOK
MSUB02006018AA-TTV.csv;6;MSUB02006018AA
MSUB02006018AA-TTV.csv;7;-- -- --                      07'08
NNFA27020819AH-TTV.csv;0;{\an7}NNFA-270208-19AH t-tv 98 t
NNFA27020819AH-TTV.csv;1;Nyheter
NNFA27020819AH-TTV.csv;2;Navn: NNFA27020819AH
NNFA27020819AH-TTV.csv;3;Type: TTV
NNFA27020819AH-TTV.csv;4;Oppsett: 5
NNFA27020819AH-TTV.csv;5;Variant: BOK
NNFA27020819AH-TTV.csv;6;NNFA-270208-19AH
NNFA27020819AH-TTV.csv;7;21:51:48– 22:00:43 0.08'55
MKTV52000318AA-TTV.csv;0;{\an7}MKTV52000318A t-tv 268t
MKTV52000318AA-TTV.csv;1;Oppfinneren sesong 3 3:4
MKTV52000318AA-TTV.csv;2;Navn: MKTV52000318AA
MKTV52000318AA-TTV.csv;3;Type: TTV
MKTV52000318AA-TTV.csv;4;Oppsett: 0
MKTV52000318AA-TTV.csv;5;Variant: BOK
MKTV52000318AA-TTV.csv;6;MKTV52000318AA
MKTV52000318AA-TTV.csv;7;00:00:00:00 - 00:39:22  39'22''
MKTV52000318AA-TTV.csv;8;18.10.18
MKTV52000318AA-TTV.csv;9;kmo, korr. efr
MUHU10000214AA-TTV.csv;0;{\an7}MUHU 100002/14A t-tv  417 t
MUHU10000214AA-TTV.csv;1;Monsen på villspor 2:5
MUHU10000214AA-TTV.csv;2;Navn: MUHU10000214AA
MUHU10000214AA-TTV.csv;3;Type: TTV
MUHU10000214AA-TTV.csv;4;Oppsett: 0
MUHU10000214AA-TTV.csv;5;Variant: BOK
MUHU10000214AA-TTV.csv;6;MUHU10000214AA
MUHU10000214AA-TTV.csv;7;00:00:00-00:58:53  58'53
DKHO99051519AA-TTV.csv;0;{\an7}DKHO-990515-19AA t-tv 91 t
DKHO99051519AA-TTV.csv;1;Distriktsnyheter Vestlandsrevyen
DKHO99051519AA-TTV.csv;2;Navn: DKHO99051519AA
DKHO99051519AA-TTV.csv;3;Type: TTV
DKHO99051519AA-TTV.csv;4;Oppsett: 5
DKHO99051519AA-TTV.csv;5;Variant: BOK
DKHO99051519AA-TTV.csv;6;DKHO-990515-19AA
DKHO99051519AA-TTV.csv;7;09:54:08– 10:03:08 0.09'00
NNFA51051817AH-TTV.csv;0;{\an7}NNFA-510518-17AH t-tv 525 t
NNFA51051817AH-TTV.csv;1;Debatten
NNFA51051817AH-TTV.csv;2;Navn: NNFA51051817AH
NNFA51051817AH-TTV.csv;3;Type: TTV
NNFA51051817AH-TTV.csv;4;Oppsett: 0
NNFA51051817AH-TTV.csv;5;Variant: BOK
NNFA51051817AH-TTV.csv;6;NNFA-510518-17AH
NNFA51051817AH-TTV.csv;7;21:30:49– 22:29:29 0.58'40
NNFA53012116AH-TTV.csv;0;{\an7}NNFA-530121-16AH t-tv 198 t
NNFA53012116AH-TTV.csv;1;Urix
NNFA53012116AH-TTV.csv;2;Navn: NNFA53012116AH
NNFA53012116AH-TTV.csv;3;Type: TTV
NNFA53012116AH-TTV.csv;4;Oppsett: 0
NNFA53012116AH-TTV.csv;5;Variant: BOK
NNFA53012116AH-TTV.csv;6;NNFA-530121-16AH
NNFA53012116AH-TTV.csv;7;20:25:07- 20:54:52 0.29'45
MUHH59000116AW-TTV.csv;0;{\an7}MUHH59000116A   t-tv   45t
MUHH59000116AW-TTV.csv;1;Humorkalender 1:24
MUHH59000116AW-TTV.csv;2;Navn: MUHH59000116AW
MUHH59000116AW-TTV.csv;3;Type: TTV
MUHH59000116AW-TTV.csv;4;Oppsett: 0
MUHH59000116AW-TTV.csv;5;Variant: BOK
MUHH59000116AW-TTV.csv;6;MUHH59000116AA
MUHH59000116AW-TTV.csv;7;00:00:00 - 00:03:37     3'37
DKMR99122018AA-TTV.csv;0;{\an7}DKMR-991220-18AA t-tv 80 t
DKMR99122018AA-TTV.csv;1;Distriktsnyheter Møre og Romsdal
DKMR99122018AA-TTV.csv;2;Navn: DKMR99122018AA
DKMR99122018AA-TTV.csv;3;Type: TTV
DKMR99122018AA-TTV.csv;4;Oppsett: 5
DKMR99122018AA-TTV.csv;5;Variant: BOK
DKMR99122018AA-TTV.csv;6;DKMR-991220-18AA
DKMR99122018AA-TTV.csv;7;09:18:11– 09:26:48 0.08'37
MDFP19000409AA-TTV.csv;0;{\an7}MDFP 190004/09 A t-tv
MDFP19000409AA-TTV.csv;1;Jordmødrene - sesong 2, 4:6
MDFP19000409AA-TTV.csv;2;Navn: MDFP19000409AA
MDFP19000409AA-TTV.csv;3;Type: TTV
MDFP19000409AA-TTV.csv;4;Oppsett: 0
MDFP19000409AA-TTV.csv;5;Variant: BOK
MDFP19000409AA-TTV.csv;6;MDFP19000409AA
MDFP19000409AA-TTV.csv;7;00:00:00-00:29:00
MDFP19000409AA-TTV.csv;8;09.12.10
MDFP19000409AA-TTV.csv;9;mol / korr: wlo
DVFO50000214AA-TTV.csv;0;{\an7}DVFO 500002/14 A  t-tv  77 t
DVFO50000214AA-TTV.csv;1;Glimt av Norge: Brøyteballetten
DVFO50000214AA-TTV.csv;2;Navn: DVFO50000214AA
DVFO50000214AA-TTV.csv;3;Type: TTV
DVFO50000214AA-TTV.csv;4;Oppsett: 0
DVFO50000214AA-TTV.csv;5;Variant: BOK
DVFO50000214AA-TTV.csv;6;DVFO50000214AA
DVFO50000214AA-TTV.csv;7;00:00:00 - 00:09:04  09'04
NNFA21021119AH-TTV.csv;0;{\an7}NNFA-210211-19AH t-tv 245 t
NNFA21021119AH-TTV.csv;1;Dagsrevyen 21
NNFA21021119AH-TTV.csv;2;Navn: NNFA21021119AH
NNFA21021119AH-TTV.csv;3;Type: TTV
NNFA21021119AH-TTV.csv;4;Oppsett: 5
NNFA21021119AH-TTV.csv;5;Variant: BOK
NNFA21021119AH-TTV.csv;6;NNFA-210211-19AH
NNFA21021119AH-TTV.csv;7;21:00:00– 21:25:16 0.25'16
DKHO99042519AA-TTV.csv;0;{\an7}DKHO-990425-19AA t-tv 85 t
DKHO99042519AA-TTV.csv;1;Distriktsnyheter Vestlandsrevyen
DKHO99042519AA-TTV.csv;2;Navn: DKHO99042519AA
DKHO99042519AA-TTV.csv;3;Type: TTV
DKHO99042519AA-TTV.csv;4;Oppsett: 5
DKHO99042519AA-TTV.csv;5;Variant: BOK
DKHO99042519AA-TTV.csv;6;DKHO-990425-19AA
DKHO99042519AA-TTV.csv;7;10:09:19– 10:18:08 0.08'49
MSUS49001210AA-TTV.csv;0;{\an7}MSUS 490012/10 A    t-tv   101 t
MSUS49001210AA-TTV.csv;1;Lesekorpset 12:29
MSUS49001210AA-TTV.csv;2;Navn: MSUS49001210AA
MSUS49001210AA-TTV.csv;3;Type: TTV
MSUS49001210AA-TTV.csv;4;Oppsett: 0
MSUS49001210AA-TTV.csv;5;Variant: BOK
MSUS49001210AA-TTV.csv;6;wmv
MSUS49001210AA-TTV.csv;7;00:00:00 - 00:12:58        12'58''
MSUS49001210AA-TTV.csv;8;27.10.11
MSUS49001210AA-TTV.csv;9;lwa
DKOA99101618AA-TTV.csv;0;{\an7}DKOA-991016-18AA t-tv 82 t
DKOA99101618AA-TTV.csv;1;Distriktsnyheter Østlandssendingen
DKOA99101618AA-TTV.csv;2;Navn: DKOA99101618AA
DKOA99101618AA-TTV.csv;3;Type: TTV
DKOA99101618AA-TTV.csv;4;Oppsett: 5
DKOA99101618AA-TTV.csv;5;Variant: BOK
DKOA99101618AA-TTV.csv;6;DKOA-991016-18AA
DKOA99101618AA-TTV.csv;7;08:15:46– 08:24:44 0.08'58
MUHH54000515AW-TTV.csv;0;{\an7}MUHH-540005/15 W t-tv 28 t
MUHH54000515AW-TTV.csv;1;Julekalender 2015 episode 5
MUHH54000515AW-TTV.csv;2;Navn: MUHH54000515AW
MUHH54000515AW-TTV.csv;3;Type: TTV
MUHH54000515AW-TTV.csv;4;Oppsett: 0
MUHH54000515AW-TTV.csv;5;Variant: BOK
MUHH54000515AW-TTV.csv;6;MUHH54000515AW
MUHH54000515AW-TTV.csv;7;00:00:00 - 00:02:30  02'30
NNFA23051218AH-TTV.csv;0;{\an7}NNFA-230512-18AH t-tv 142 t
NNFA23051218AH-TTV.csv;1;Kveldsnytt
NNFA23051218AH-TTV.csv;2;Navn: NNFA23051218AH
NNFA23051218AH-TTV.csv;3;Type: TTV
NNFA23051218AH-TTV.csv;4;Oppsett: 0
NNFA23051218AH-TTV.csv;5;Variant: BOK
NNFA23051218AH-TTV.csv;6;NNFA-230512-18AH
NNFA23051218AH-TTV.csv;7;00:50:13– 01:04:21 0.14'08
DKOP99020819AA-TTV.csv;0;{\an7}DKOP-990208-19AA t-tv 94 t
DKOP99020819AA-TTV.csv;1;Distriktsnyheter Østnytt
DKOP99020819AA-TTV.csv;2;Navn: DKOP99020819AA
DKOP99020819AA-TTV.csv;3;Type: TTV
DKOP99020819AA-TTV.csv;4;Oppsett: 5
DKOP99020819AA-TTV.csv;5;Variant: BOK
DKOP99020819AA-TTV.csv;6;DKOP-990208-19AA
DKOP99020819AA-TTV.csv;7;08:48:48– 08:57:29 0.08'41
NNFA53092618AH-TTV.csv;0;{\an7}NNFA-530926-18AH t-tv 153 t
NNFA53092618AH-TTV.csv;1;Urix
NNFA53092618AH-TTV.csv;2;Navn: NNFA53092618AH
NNFA53092618AH-TTV.csv;3;Type: TTV
NNFA53092618AH-TTV.csv;4;Oppsett: 5
NNFA53092618AH-TTV.csv;5;Variant: BOK
NNFA53092618AH-TTV.csv;6;NNFA-530926-18AH
NNFA53092618AH-TTV.csv;7;22:19:42– 22:38:56 0.19'14
NNFA12071218AH-TTV.csv;0;{\an7}NNFA-120712-18AH t-tv 99 t
NNFA12071218AH-TTV.csv;1;NRK nyheter
NNFA12071218AH-TTV.csv;2;Navn: NNFA12071218AH
NNFA12071218AH-TTV.csv;3;Type: TTV
NNFA12071218AH-TTV.csv;4;Oppsett: 5
NNFA12071218AH-TTV.csv;5;Variant: BOK
NNFA12071218AH-TTV.csv;6;NNFA-120712-18AH
NNFA12071218AH-TTV.csv;7;12:00:00– 12:15:13 0.15'13
OFFS11004802AA-TTV.csv;0;{\an7}OFFS 110048/02 A  t-tv   271 t
OFFS11004802AA-TTV.csv;1;Barmeny 4:8 Stekt kjøtt
OFFS11004802AA-TTV.csv;2;Navn: OFFS11004802AA
OFFS11004802AA-TTV.csv;3;Type: TTV
OFFS11004802AA-TTV.csv;4;Oppsett: 0
OFFS11004802AA-TTV.csv;5;Variant: BOK
OFFS11004802AA-TTV.csv;6;BDS032 000 274 556
OFFS11004802AA-TTV.csv;7;10:00:00 - 10:24:16  24'16
DMTV24000119AW-TTV.csv;0;{\an7}DMTV24000119A  t-tv 250 t
DMTV24000119AW-TTV.csv;1;Newton 1
DMTV24000119AW-TTV.csv;2;Navn: DMTV24000119AW
DMTV24000119AW-TTV.csv;3;Type: TTV
DMTV24000119AW-TTV.csv;4;Oppsett: 0
DMTV24000119AW-TTV.csv;5;Variant: BOK
DMTV24000119AW-TTV.csv;6;DMTV24000119AW
DMTV24000119AW-TTV.csv;7;-- -- --                      28'49
DMPV74002711AA-TTV.csv;0;{\an7}DMPV 740027/11 A  t-tv   t
DMPV74002711AA-TTV.csv;1;Newton 27
DMPV74002711AA-TTV.csv;2;Navn: DMPV74002711AA
DMPV74002711AA-TTV.csv;3;Type: TTV
DMPV74002711AA-TTV.csv;4;Oppsett: 0
DMPV74002711AA-TTV.csv;5;Variant: BOK
DMPV74002711AA-TTV.csv;6;-- -- --
DMPV74002711AA-TTV.csv;7;-- -- --                      27'51
MSUB05000718AA-TTV.csv;0;{\an7}MSUB05000718A  t-tv 70 t
MSUB05000718AA-TTV.csv;1;Psykisk helse 7
MSUB05000718AA-TTV.csv;2;Navn: MSUB05000718AA
MSUB05000718AA-TTV.csv;3;Type: TTV
MSUB05000718AA-TTV.csv;4;Oppsett: 0
MSUB05000718AA-TTV.csv;5;Variant: BOK
MSUB05000718AA-TTV.csv;6;MSUB05000718AA
MSUB05000718AA-TTV.csv;7;-- -- --                      09'23
MUHH48001015AA-TTV.csv;0;{\an7}MUHH48001015A  t-tv 250t
MUHH48001015AA-TTV.csv;1;SIDE OM SIDE 10:10
MUHH48001015AA-TTV.csv;2;Navn: MUHH48001015AA
MUHH48001015AA-TTV.csv;3;Type: TTV
MUHH48001015AA-TTV.csv;4;Oppsett: 0
MUHH48001015AA-TTV.csv;5;Variant: BOK
MUHH48001015AA-TTV.csv;6;MUHH48001015AA
MUHH48001015AA-TTV.csv;7;??
MUHH48001015AA-TTV.csv;8;22.09.15
MUHH48001015AA-TTV.csv;9;awo, korr. iaa
FALM07000594AU-TTV.csv;0;{\an7}FALM07000594B t-tv 14 t
FALM07000594AU-TTV.csv;1;Påskevandring 5:6
FALM07000594AU-TTV.csv;2;Navn: FALM07000594AU
FALM07000594AU-TTV.csv;3;Type: TTV
FALM07000594AU-TTV.csv;4;Oppsett: 0
FALM07000594AU-TTV.csv;5;Variant: BOK
FALM07000594AU-TTV.csv;6;BM20 089490
FALM07000594AU-TTV.csv;7;10:00:00 - 10:03:34  3'34
NNFA03082717AW-TTV.csv;0;{\an7}NNFA-030827-17AH t-tv 364 t
NNFA03082717AW-TTV.csv;1;Søndagsrevyen
NNFA03082717AW-TTV.csv;2;Navn: NNFA03082717AW
NNFA03082717AW-TTV.csv;3;Type: TTV
NNFA03082717AW-TTV.csv;4;Oppsett: 0
NNFA03082717AW-TTV.csv;5;Variant: BOK
NNFA03082717AW-TTV.csv;6;NNFA-030827-17AW
NNFA03082717AW-TTV.csv;7;18:59:45- 19:43:24 0.43'39
DVFJ40002518AH-TTV.csv;0;{\an7}DVFJ-400025-18AH t-tv 83 t
DVFJ40002518AH-TTV.csv;1;Opus 25 Seks dikt av Henrik Ibsen
DVFJ40002518AH-TTV.csv;2;Navn: DVFJ40002518AH
DVFJ40002518AH-TTV.csv;3;Type: TTV
DVFJ40002518AH-TTV.csv;4;Oppsett: 5
DVFJ40002518AH-TTV.csv;5;Variant: BOK
DVFJ40002518AH-TTV.csv;6;DVFJ-400025-18AH
DVFJ40002518AH-TTV.csv;7;13:55:18– 14:12:43 0.17'25
MSUB19120516AW-TTV.csv;0;{\an7}MSUB-191205-16AW t-tv 172 t
MSUB19120516AW-TTV.csv;1;Skam
MSUB19120516AW-TTV.csv;2;Navn: MSUB19120516AW
MSUB19120516AW-TTV.csv;3;Type: TTV
MSUB19120516AW-TTV.csv;4;Oppsett: 0
MSUB19120516AW-TTV.csv;5;Variant: BOK
MSUB19120516AW-TTV.csv;6;MSUB-191205-16AW
MSUB19120516AW-TTV.csv;7;21:36:45- 21:55:18 0.18'33
OUHA44005807AA-TTV.csv;0;{\an7}OUHA 440058/07 A  t-tv  292 t
OUHA44005807AA-TTV.csv;1;20 spørsmål 8:12
OUHA44005807AA-TTV.csv;2;Navn: OUHA44005807AA
OUHA44005807AA-TTV.csv;3;Type: TTV
OUHA44005807AA-TTV.csv;4;Oppsett: 0
OUHA44005807AA-TTV.csv;5;Variant: BOK
OUHA44005807AA-TTV.csv;6;BDS032 000 358 352
OUHA44005807AA-TTV.csv;7;10:00:00 - 10:24:12  24'12
MUHH48002317AA-TTV.csv;0;{\an7}MUHH-480023/17A ttv 139 t
MUHH48002317AA-TTV.csv;1;Julenøtter 3:8
MUHH48002317AA-TTV.csv;2;Navn: MUHH48002317AA
MUHH48002317AA-TTV.csv;3;Type: TTV
MUHH48002317AA-TTV.csv;4;Oppsett: 0
MUHH48002317AA-TTV.csv;5;Variant: BOK
MUHH48002317AA-TTV.csv;6;MUHH48002317AA
MUHH48002317AA-TTV.csv;7;00:00:00 - 00:14:00 14'00
NNFA19073018AH-TTV.csv;0;{\an7}NNFA-190730-18AH t-tv 260 t
NNFA19073018AH-TTV.csv;1;Dagsrevyen
NNFA19073018AH-TTV.csv;2;Navn: NNFA19073018AH
NNFA19073018AH-TTV.csv;3;Type: TTV
NNFA19073018AH-TTV.csv;4;Oppsett: 5
NNFA19073018AH-TTV.csv;5;Variant: BOK
NNFA19073018AH-TTV.csv;6;NNFA-190730-18AH
NNFA19073018AH-TTV.csv;7;18:59:50– 19:29:01 0.29'11
MSUB20000913AA-TTV.csv;0;{\an7}MSUB 200009/13 A t-tv    241 t
MSUB20000913AA-TTV.csv;1;Fin fredag ep. 9:25 Cathrine Larsåsen 
MSUB20000913AA-TTV.csv;2;Navn: MSUB20000913AA
MSUB20000913AA-TTV.csv;3;Type: TTV
MSUB20000913AA-TTV.csv;4;Oppsett: 0
MSUB20000913AA-TTV.csv;5;MSUB20000913AA
MSUB20000913AA-TTV.csv;6;00:00:00-00:24:42
MSUB20000913AA-TTV.csv;7;02.05.13
MSUB20000913AA-TTV.csv;8;mol
NNFA53031317AH-TTV.csv;0;{\an7}NNFA 530313/17 B t-tv 139 t
NNFA53031317AH-TTV.csv;1;Urix 41:92
NNFA53031317AH-TTV.csv;2;Navn: NNFA53031317AH
NNFA53031317AH-TTV.csv;3;Type: TTV
NNFA53031317AH-TTV.csv;4;Oppsett: 0
NNFA53031317AH-TTV.csv;5;Variant: BOK
NNFA53031317AH-TTV.csv;6;NNFA53031317AH
NNFA53031317AH-TTV.csv;7;TC inn: 00:00:00 - 00:20:00 20'
NNFA53031317AH-TTV.csv;8;14.03.17
NNFA53031317AH-TTV.csv;9;epr
MSUB17002312AA-TTV.csv;0;{\an7}MSUB 170023/12 A  t-tv   t
MSUB17002312AA-TTV.csv;1;Superkviss
MSUB17002312AA-TTV.csv;2;Navn: MSUB17002312AA
MSUB17002312AA-TTV.csv;3;Type: TTV
MSUB17002312AA-TTV.csv;4;Oppsett: 0
MSUB17002312AA-TTV.csv;5;-- -- --
MSUB17002312AA-TTV.csv;6;-- -- --                      14'00
DKNO99052019AA-TTV.csv;0;{\an7}DKNO-990520-19AA t-tv 82 t
DKNO99052019AA-TTV.csv;1;Distriktsnyheter Nordland
DKNO99052019AA-TTV.csv;2;Navn: DKNO99052019AA
DKNO99052019AA-TTV.csv;3;Type: TTV
DKNO99052019AA-TTV.csv;4;Oppsett: 5
DKNO99052019AA-TTV.csv;5;Variant: BOK
DKNO99052019AA-TTV.csv;6;DKNO-990520-19AA
DKNO99052019AA-TTV.csv;7;10:22:36– 10:31:31 0.08'55
NNFA50092915AH-TTV.csv;0;{\an7}NNFA-500929-15AH t-tv 237 t
NNFA50092915AH-TTV.csv;1;Aktuelt
NNFA50092915AH-TTV.csv;2;Navn: NNFA50092915AH
NNFA50092915AH-TTV.csv;3;Type: TTV
