Topic ID;Topic words
0;oooooh,hahaha,uff,haha,nff,ooo,fuck,takke,oh,ooh,aha,fatah,takk,takknemlig,fhi,hahahe,eh,mmm,ah,what,huff,hm,beha,whats,hekk,co,oi,hval,bukk,thank,antakeligvis,kah,aaa,yeah,hehe,huk,velte,nemnd,wow,uskadd,takvam,kjempeartig,forhapentligvis,yes,niss,kak,ne,neppe,sannsynligvis,fk
1;russernes,russisk,russlands,rusavhengig,russland,sovjetisk,russetid,russ,ukrainas,ukraina,ukrainsk,rus,russer,wikileaks,nordkoreas,sovjetunionen,rusk,jugoslavia,norskekyste,nordkorea,syrisk,hviterussland,slovakia,ruse,ukrainer,krigshandling,norwegian,erdogans,nordkoreansk,sannsynligvis,nordkoreaner,fuck,skandinavisk,erdogan,usannsynlig,forhapentligvis,flyktningkrise,antakeligvis,krisemøte,skandinavia,takke,ambassade,polsk,nordjæren,nisselov,verdenskrig,nordnorsk,takknemlig,takk,diplomatisk
